doi,title,abstract,year,doc_type,journal,source,pc_text_source,pc_classified_by,pc_field,pc_rationale
10.1111/j.1755-0998.2008.02254.x,"Characterization of 24 microsatellite loci in delta smelt, Hypomesus transpacificus, and their cross-species amplification in two other smelt species of the Osmeridae family","We characterized 24 polymorphic tetranucleotide microsatellite loci for delta smelt (Hypomesus transpacificus) endemic to the San Francisco Bay Estuary, CA, USA. Screening of samples (n = 30) yielded two to 26 alleles per locus with observed levels of heterozygosity ranging from 0.17 to 1.0. Only one locus deviated from Hardy-Weinberg equilibrium, suggesting these individuals originate from a single panmictic population. Linkage disequilibrium was found in two pairs of loci after excluding the locus out of Hardy-Weinberg equilibrium. Twenty-two primer pairs cross-amplified in wakasagi smelt (Hypomesus nipponensis), and 15 primer pairs cross-amplified in longfin smelt (Spirinchus thaleichthys). © 2009 The Authors.",2009,Article,Molecular Ecology Resources,scopus,title+abstract,llm-full,Monitoring Tools,"The primary objective is to develop and characterize microsatellite markers (a molecular tool) for delta smelt genetics. The study develops 24 polymorphic loci and validates their utility, testing cross-species amplification. This is method development focused on creating a genetic monitoring tool for the species. The Hardy-Weinberg and linkage analyses are validations of the markers themselves, not investigations of delta smelt population structure as a scientific question."
10.1139/F07-048,"Multidecadal trends for three declining fish species: Habitat patterns and mechanisms in the San Francisco Estuary, California, USA","We examined a 36-year record of concurrent midwater trawl and water quality sampling conducted during fall to evaluate habitat trends for three declining fish species in the San Francisco Estuary, California, USA: delta smelt (Hypomesus transpacificus), striped bass (Morone saxatilis), and threadfin shad (Dorosoma petenense). Generalized additive modeling revealed that Secchi depth and specific conductance were important predictors of occurrence for delta smelt and striped bass, while specific conductance and water temperature were important for threadfin shad. Habitat suitability derived from model predictions exhibited significant long-term declines for each species; the southeastern and western regions of the estuary exhibited the most dramatic changes. Declines in habitat suitability were associated with anthropogenic modifications to the ecosystem. For delta smelt, an imperiled annual species endemic to the estuary, the combined effects of fall stock abundance and water quality predicted recruit abundance during recent years of chronically low food supply. Our results are consistent with existing evidence of a long-term decline in carrying capacity for delta smelt and striped bass and demonstrate the utility of long-term data sets for evaluating relationships between fish and their habitat. © 2007 NRC.",2007,Article,Canadian Journal of Fisheries and Aquatic Sciences,scopus,title+abstract,llm-full,Summer-Fall Habitat,"The study examines 36 years of fall (mid-water trawl) data to evaluate habitat trends and suitability for three fish species including delta smelt. Key habitat variables (Secchi depth, specific conductance, water temperature) during fall are the focus. The study develops habitat suitability models and documents declines in fall habitat quality. While it's multi-species, delta smelt is a primary focus with dedicated analyses, and the temporal focus is explicitly fall (summer-fall period). The finding that fall stock abundance and water quality predict recruit abundance for delta smelt further confirms this is a summer-fall habitat study."
10.1577/T05-323.1,Close encounters with a fish screen II: Delta smelt behavior before and during screen contact,"Fish screens reduce entrainment losses of fish at water diversions, but little is known about the behavior of individual fish near these structures, including the likelihood, consequences, and mechanics of involuntary screen contact. Recent studies using a large, laboratory-based flume, the Fish Treadmill, have shown that such contact can result in injury, stress, and mortality. We investigated key aspects of screen contact events using videotape records of Fish Treadmill experiments. We quantitatively described precontact behavior, impact velocity and angle, contact duration, distance traveled, and velocity of delta smelt Hypomesus transpacificus while in contact with the screen, and related these responses to postexperiment injuries and mortality. Immediately prior to contact, delta smelt generally exhibited positive rheotaxis and moderate swimming velocity (mean ± SD = 20.2 ± 9.7 cm/s). Most fish impacted the screen broadside (within 40° of parallel to the screen) and tail first. Impact velocity generally increased as water velocity increased; however, at water velocities greater than 25 cm/s, impact velocity decreased with increases in fish swimming velocity and was less than the water velocity measured near the screen. Mean contact duration was short (<1 s) and decreased with increasing water velocity. Distance traveled in contact with the screen was not related to flow, but the velocity at which fish were dragged along the screen surface increased with increases in water velocity. Only impact velocity affected injury rates and severity; injuries increased with increases in the velocity of the flow vector normal to the screen (approach velocity). Combined with previous Fish Treadmill results for delta smelt and other species, these findings suggest a mechanism for screen contact- and flow-related injuries and mortality, provide additional support for fish screen criteria designed to limit screen contacts, and demonstrate the value of experimental approaches that integrate hydraulic design with physiological and behavioral responses of fish. © Copyright by the American Fisheries Society 2007.",2007,Article,Transactions of the American Fisheries Society,scopus,title+abstract,llm-full,Entrainment,"The primary research objective is to understand delta smelt behavior at fish screens and the mechanisms of screen contact that lead to injury and mortality at water diversions. The study quantifies precontact behavior, impact parameters, contact duration, and relates these to injuries and mortality. While behavioral in nature, the central question concerns infrastructure-related losses (screen contact at diversions), which is the core of entrainment research. The findings directly support fish screen criteria designed to limit entrainment losses."
10.1577/T06-087.1,Classification of larval and adult delta smelt to nursery areas by use of trace elemental fingerprinting,"Different environmental conditions among habitats may generate unique elemental patterns within fish otoliths that can be used to trace the life history as well as the potential natal origin of migratory species. We investigated the use of trace elements in otoliths as natural tags for determining the natal origins of larval and adult delta smelt Hypomesus transpacificus within a single estuary. Larval fish were collected at potential natal sites within the San Francisco Bay Estuary - the North, Central, South, and West Delta areas, Suisun Bay, and Napa River - during May-June 1999; adults were collected in November 1999 throughout Suisun Bay. Using laser ablation inductively coupled plasma mass spectrometry, we assayed trace elements from core (natal) regions of the otolith (Sr:Ca, Mg:Ca, and Ba:Ca ratios). Linear discriminant function analysis (LDFA) was 90.9-100% successful at classifying larval fish to their natal habitats (Napa River, Sacramento River, and Delta). Adults of unknown natal origin were assigned to their natal regions using the larval fingerprints from LDFA and a maximum likelihood mixed-stock approach. For the 1999 year-class, we determined that a majority of the population originated from the Delta (77-79%) and a small but significant proportion of the population originated from the Napa River (16-18%) and Suisun Bay (4-8%). These data highlight the value of trace elements as natural tags for determining the natal origins of young fish and the relative contribution of different habitats to the adult population within a single estuary. © Copyright by the American Fisheries Society 2007.",2007,Article,Transactions of the American Fisheries Society,scopus,title+abstract,llm-full,Monitoring Tools,"The primary objective is to develop and validate a method using trace elemental fingerprinting in otoliths to determine natal origins of delta smelt within the estuary. This is method development and validation—testing whether otolith chemistry can serve as a natural tag for tracking fish to their nursery areas. While the study does classify adults to natal regions, the central contribution is demonstrating that this monitoring tool works for delta smelt in the San Francisco Estuary."
NA,Modification of the biological intercept model to account for ontogenetic effects in laboratory-reared delta smelt (Hypomesus transpacificus),"We investigated age, growth, and ontogenetic effects on the proportionality of otolith size to fish size in laboratory-reared delta smelt (Hypomesus transpacificus) from the San Francisco Bay estuary. Delta smelt larvae were reared from hatching in laboratory mesocosms for 100 days. Otolith increments from known-age fish were enumerated to validate that growth increments were deposited daily and to validate the age of fish at first ring formation. Delta smelt were found to lay down daily ring increments; however, the first increment did not form until six days after hatching. The relationship between otolith size and fish size was not biased by age or growth-rate effects but did exhibit an interruption in linear growth owing to an ontogenetic shift at the postflexon stage. To back-calculate the size-at-age of individual fish, we modified the biological intercept (BI) model to account for ontogenetic changes in the otolith-size-fish-size relationship and compared the results to the time-varying growth model, as well as the modified Fry model. We found the modified BI model estimated more accurately the size-at-age from hatching to 100 days after hatching. Before back-calculating size-at-age with existing models, we recommend a critical evaluation of the effects that age, growth, and ontogeny can have on the otolith-size-fish-size relationship.",2007,Article,Fishery Bulletin,scopus,title+abstract,llm-full,General Biology,"The study investigates basic biological aspects of delta smelt: age validation, otolith growth patterns, and the relationship between otolith size and fish size through ontogeny. The primary objective is to improve back-calculation methods for estimating size-at-age by accounting for ontogenetic effects. This is fundamentally a study of delta smelt growth biology and development using laboratory-reared fish, not method development for monitoring wild populations or a management-focused question."
10.1111/j.1095-8649.2006.01176.x,Assessing nursery habitat quality for native smelts (Osmeridae) in the low-salinity zone of the San Francisco estuary,"Habitat quality was assessed for two native osmerids, delta smelt Hypomesus transpacificus and longfin smelt Spirinchus thaleichthys, between two distinct nursery areas located in the low-salinity zone of the San Francisco estuary. The relationship between several variables was investigated including fish density, fish size, feeding success and the general condition of larvae as well as juveniles for both species. The nursery habitats that were evaluated included the North and South Channels of Suisun Bay. The results showed higher densities of zooplankton and decreased water velocities for the North Channel when compared to the South Channel. The dominant prey item was calanoid copepod Pseudodiaptomus forbesi for both species although longfin smelt residing in the North Channel also included another copepod in their diets, Acanthocyclops spp. In both locations, delta smelt fed predominantly during daytime flood tides, while longfin smelt feeding appeared to continue into the night hours. When both locations were compared, delta smelt in the North Channel exhibited higher densities, larger sizes, increased somatic condition and larvae <15 mm standard length demonstrated greater feeding success. Longfin smelt, exhibited similar densities, feeding success and size distributions between both channels, but generally showed poorer somatic condition for the South Channel, potentially due to energetic costs associated with documented vertical migration behaviour. Overall, the physical conditions of the North Channel provided superior habitat for both species, while the South Channel afforded only marginal habitat for longfin smelt and very poor habitat for delta smelt. Therefore, the North Channel of Suisun Bay acts as critical nursery habitat by providing better feeding and growing conditions leading to increased health and survival for both species. © 2006 The Authors.",2006,Article,Journal of Fish Biology,scopus,title+abstract,llm-full,General Biology,"The primary research objective is to assess and compare nursery habitat quality for delta smelt and longfin smelt larvae and juveniles between two locations in Suisun Bay. The study examines fish density, size, feeding success, diet composition, somatic condition, and relates these to local habitat conditions (zooplankton density, water velocity). This is fundamentally an ecological study of larval/juvenile biology and habitat use. While it occurs during the nursery period (early life), it is not explicitly focused on summer-fall (June-December) conditions, nor is it a multi-stage life cycle model."
10.1577/T04-121.1,Close encounters with a fish screen: Integrating physiological and behavioral results to protect endangered species in exploited ecosystems,"Protection of endangered species that are restricted to highly modified ecosystems and threatened by anthropogenic activities often includes regulatory design and operational criteria for structures and facilities located within the species' critical habitat. In many freshwater systems, loss of fishes at water diversions has contributed to population declines of multiple species. Fish screens prevent removal of fish from the habitat; however, under current design criteria, the degree of protection provided by screens is unknown for most affected species. We used a large laboratory-based flume to observe and quantify the responses of delta smelt Hypomesus transpacificus, an endangered osmerid threatened by water diversions in California's Sacramento-San Joaquin Estuary, to a simulated fish screen. For a range of flow and environmental conditions, we measured screen contact frequency, swimming behavior, injuries, and survival. Delta smelt experienced frequent temporary contact with the screen, and contact rates were influenced by flow and time of day-light level. Contact was injurious, and postexperiment mortality rates were directly related to both contact frequency and severity as well as temperature. Quantitative models showed that, for this species, both behavioral responses such as swimming velocity and physiological responses to fish screen contact, as modified by environmental conditions, controlled the species' performance and its risk from the diversion and the screen. The results illustrate that ecologically effective protection strategies and regulatory criteria developed on the basis of multiple integrated responses of the organism to the stressor offer greater benefits and certainty to both the organism and the regulated activities. © Copyright by the American Fisheries Society 2005.",2005,Article,Transactions of the American Fisheries Society,scopus,title+abstract,llm-full,Entrainment,"The primary objective is to understand how delta smelt respond to fish screens at water diversions and to quantify injury and mortality risk from screen contact under various conditions. The study measures screen contact frequency, behavioral responses, injuries, and survival in relation to flow and environmental conditions. This directly addresses protection from entrainment losses at water diversions. The goal is to inform regulatory design criteria for screens to prevent fish removal, which is central to entrainment research."
10.1890/04-1351,Analysis of size trajectory data using an energetic-based growth model,"Individual growth rate of animals is increasingly used as an indicator of ecological stressors. Environmental contaminants often affect physiological processes within individuals, which in turn affect the animal's growth rate. Consequently, there is an increasing need to estimate parameters in physiologically based individual growth models. Here, we present a method for estimating parameters in an energetic-based individual growth model (a dynamic energy budget model). This model is a system of stochastic differential equations in which one of the state variables (the energy reserve) is unobservable. There is no analytical solution to the probability density of size at given age, so we use a numerical nonlinear state-space method to calculate the likelihood. An algorithm to calculate the likelihood is outlined in this paper. This method is general enough to apply to other stochastic differential equation models. We assessed the estimability of parameters in the individual growth model, and analyzed size trajectory data from delta smelt (Hypomesus transpacificus). We expect this method to become an important tool in ecological studies as computers become faster, as the models that we deal with become more complex, and as the data that we collect become more detailed. © 2005 by the Ecological Society of America.",2005,Article,Ecology,scopus,title+abstract,llm-full,General Biology,"The primary objective is to develop and demonstrate a statistical method for estimating parameters in an energetic-based individual growth model using delta smelt size trajectory data. While this involves methodological development, delta smelt is used as the application example for a general statistical approach to dynamic energy budget models. However, the focus is on understanding individual growth as an ecological indicator and applying the growth model to delta smelt data specifically, making this primarily a study of delta smelt growth biology rather than a general-purpose tool that happens to use smelt data as illustration."
NA,"Potential exposure of larval and juvenile delta smelt to dissolved pesticides in the Sacramento-San Joaquin Delta, California","The San Francisco Estuary is critical habitat for delta smelt Hypomesus transpacificus, a fish whose abundance has declined greatly since 1983 and is now listed as threatened. In addition, the estuary receives drainage from the Central Valley, an urban and agricultural region with intense and diverse pesticide usage. One possible factor of the delta smelt population decline is pesticide toxicity during vulnerable larval and juvenile stages, but pesticide concentrations are not well characterized in delta smelt spawning and nursery habitat. The objective of this study was to estimate the potential exposure of delta smelt during their early life stages to dissolved pesticides. For 3 years (1998-2000), water samples from the Sacramento-San Joaquin Delta were collected during April-June in coordination with the California Department of Fish and Game's delta smelt early life stage monitoring program. Samples were analyzed for pesticides using solid-phase extraction and gas chromatography/mass spectrometry. Water samples contained multiple pesticides, ranging from 2 to 14 pesticides in each sample. In both 1999 and 2000, elevated concentrations of pesticides overlapped in time and space with peak densities of larval and juvenile delta smelt. In contrast, high spring outflows in 1998 transported delta smelt away from the pesticide sampling sites so that exposure could not be estimated. During 2 years, larval and juvenile delta smelt were potentially exposed to a complex mixture of pesticides for a minimum of 2-3 weeks. Although the measured concentrations were well below short-term (96-h) LC50 values for individual pesticides, the combination of multiple pesticides and lengthy exposure duration could potentially have lethal or sublethal effects on delta smelt, especially during early larval development.",2004,Article,American Fisheries Society Symposium,scopus,title+abstract,llm-full,General Biology,"This study characterizes potential pesticide exposure of larval and juvenile delta smelt during early life stages in their spawning and nursery habitat. The primary objective is to estimate exposure to environmental contaminants (pesticides) and assess potential toxic effects on vulnerable life stages. While it involves habitat sampling and mentions population decline context, the central research question concerns a basic biological/ecological aspect (pesticide exposure and toxicity) rather than management modeling, entrainment infrastructure, or summer-fall habitat management actions. No life cycle modeling, entrainment risk assessment, or seasonal habitat management evaluation is performed."
NA,Evaluating entrainment vulnerability to agricultural irrigation diversions: A comparison among open-water fishes,"In July 2000 and 2001, we sampled adjacent screened and unscreened agricultural irrigation diversions in the Sacramento River, California to (1) evaluate the effectiveness of a custom fish screen for excluding four open-water fishes: native delta smelt Hypomesus transpacificus and alien threadfin shad Dorosoma petenense, inland silverside Menidia beryllina, and striped bass Morone saxatilis; and (2) examine factors affecting entrainment of each species. We also compiled trawl and beach seine data from contemporaneous monitoring programs to make inferences about microhabitat use by these fishes and its implications for entrainment vulnerability. The fish screen reduced entrainment of each species by 99% or more and excluded many fish less than 25 mm, the approximate minimum length it was designed to exclude. Tidal and diel influences on entrainment through the unscreened diversion were observed, but diel cycles appeared to be more important, as most entrainment occurred at night or during crepuscular periods. Except for delta smelt, our results suggested that open-water fishes may undergo ontogenetic changes in vulnerability to unscreened irrigation diversions. Fishes entrained during daylight (threadfin shad and striped bass) averaged only 15-16 mm in length. At night, average lengths of entrained threadfin shad and inland silverside were 22-25 mm, even though larvae continued to be entrained. Similarly, a diel influence on striped bass entrainment was observed only in 2000, when individuals larger than 20 mm were consistently collected. No striped bass were collected at sizes greater than 35 mm, even though larger individuals occupied the study area. We found no evidence of size-related changes in delta smelt vulnerability to entrainment, but the monitoring data indicated that delta smelt were abundant offshore, whereas the other three species were most abundant nearshore. We think that low and inconsistent entrainment of delta smelt reflected (1) predominantly offshore habitat use by delta smelt, and (2) the relatively small hydrodynamic influence of the diversion. © Copyright by the American Fisheries Society 2004.",2004,Article,American Fisheries Society Symposium,scopus,title+abstract,llm-full,Entrainment,"This study directly evaluates entrainment vulnerability of delta smelt and other open-water fishes to agricultural irrigation diversions. The primary objective is to assess fish screen effectiveness for excluding fish and examine factors affecting entrainment of each species. Key signals include 'entrainment vulnerability,' 'diversions,' 'entrainment,' and quantification of entrainment through screened versus unscreened diversions. The study's main question is about the risk and magnitude of entrainment at water infrastructure, making this clearly an Entrainment study."
NA,Vertical distribution of larval delta smelt and striped bass near the confluence of the Sacramento and San Joaquin rivers,"The goal of this study was to determine if the vertical distribution of larval delta smelt Hypomesus transpacificus and striped bass Morone saxatilis was affected by tidal stage and diel period. Delta smelt and striped bass have similar early life histories in that their larvae drift downstream from freshwater spawning habitats to brackish water rearing habitats. Little is known on whether the larvae undergo a vertical migration as they move downstream. Conical plankton nets were used to collect larval fishes from the surface, middle, and bottom sections of the main channels of the Sacramento and San Joaquin rivers. Samples were collected over six paired day-night cruises. Approximately 45,000 fish were collected; 82% were striped bass and 2% were delta smelt. More delta smelt were caught at night than during the day, and more at middle depth than surface or bottom. Very few striped bass were found at surface during day; most were caught at middle depth. Both species were fairly dispersed throughout the water column at night. Although striped bass larvae appear to undergo-a small surface to middepth migration, this study indicates that larval delta smelt and striped bass do not undergo a mass diel or tidal vertical migration as they drift down the Sacramento and San Joaquin rivers. © Copyright by the American Fisheries Society 2004.",2004,Article,American Fisheries Society Symposium,scopus,title+abstract,llm-full,General Biology,"This study examines the vertical distribution patterns of larval delta smelt and striped bass in relation to tidal stage and diel period as they drift downstream. The primary objective is to determine basic behavioral ecology (vertical migration patterns) during larval drift. While the study mentions that larvae 'drift downstream' which involves hydrodynamics, the central question is about larval behavior and distribution patterns in the water column, not about entrainment risk or infrastructure-related loss. This is a fundamental biological/ecological study of larval distribution and behavior."
NA,"The effect of light intensity, alga concentration, and prey density on the feeding behavior of delta smelt larvae","Understanding how environmental factors influence first feeding success is critical for the conservation-oriented larval culture of delta smelt Hypomesus transpacificus, a threatened osmerid endemic to the San Francisco Estuary. We investigated the effects of light intensity, alga concentration, and prey (rotifer) density on feeding of cultured delta smelt larvae. In one experiment, first feeding larvae were exposed to three light intensities (0.01, 0.3, and 1.9 μmoles·s<sup>-1</sup>m<sup>-2</sup>) and three alga concentrations (0, 0.5, and 2 × 10<sup>6</sup> cells/mL). Intestinal contents were examined to determine the incidence of feeding and gut fillness. Maximum feeding responses (92% feeding; 4.8 rotifers/feeding larva in 2 h) were observed at the highest light intensity and alga concentrations; feeding sharply declined with a reduction of either factor. A second experiment was performed to study the effect of alga concentration (0, 1.5, 3, and 6 × 10<sup>6</sup> cells/mL) in more detail. Feeding responses were very low without algae (13% feeding; 2.1 rotifers/feeding larva in 2 h), but dramatically increased at high concentrations (83% feeding; 5.1 rotifers/feeding larvae in 2 h). In a third experiment, the effect of prey (rotifer) density (0.1, 1, 10, and 100 rotifers/mL) was tested, which significantly enhanced feeding up to the 10/mL treatment (84% feeding; 4.2 rotifers/feeding larvae in 1 h). All three environmental factors significantly affected feeding success of larval delta smelt. Optimization of these factors has improved survival and growth during the sensitive larval period and has improved laboratory culture of delta smelt. © Copyright by the American Fisheries Society 2004.",2004,Article,American Fisheries Society Symposium,scopus,title+abstract,llm-full,Culture and Reintroduction,"This study investigates environmental factors (light intensity, alga concentration, prey density) affecting first feeding success in cultured delta smelt larvae. The primary objective is to optimize larval culture conditions to improve survival and growth during laboratory culture. Key signals include 'conservation-oriented larval culture,' 'cultured delta smelt larvae,' 'laboratory culture,' and optimization of rearing conditions. The study is fundamentally about developing best practices for raising delta smelt in captivity."
NA,Early life stages of delta smelt,"Delta smelt Hypomesus transpacificus juveniles caught in the Sacramento-San Joaquin Delta were reared in the laboratory to full sexual maturity, and embryos were obtained by in vitro fertilization and natural spawning in tanks. Duration of embryo development to hatching was 11-13 d at 14.8-16.0°C, with a development rate similar to other Hypomesus. Newly hatched larvae were 5.1-5.7 mm total length and resorbed the yolk sac within 6 d and lipid globule within 10 d. Exogenous feeding on rotifers started 5-6 d posthatch. Delta smelt have indirect development with a prolonged larval phase prior to juvenile metamorphosis. Fin differentiation began at 10-12 mm, 20-30 d posthatch, and was completed at 19-20 mm and 50-60 d, concomitant with swim bladder inflation. Metamorphosis was completed in 120 d when juveniles were about 35 mm total length. The prolonged larva fin fold stage lacking a functional swim bladder may be an adaptation to passively use water currents in estuarine nursery areas. © Copyright by the American Fisheries Society 2004.",2004,Article,American Fisheries Society Symposium,scopus,title+abstract,llm-full,General Biology,"This study describes the early life stages, embryonic development, and larval morphology of delta smelt reared in the laboratory. The primary objective is to characterize basic life history traits including development rates, hatching, yolk resorption, feeding onset, fin differentiation, and metamorphosis. Key signals include 'life stages,' 'embryo development,' 'larvae,' 'metamorphosis,' 'development,' and descriptions of life history characteristics. While laboratory-reared fish were used, the study's contribution is fundamental biological description of development and life history, not culture methodology development."
NA,Effect of outflow on spring and summertime distribution and abundance of larval and juvenile fishes in the upper San Francisco Estuary,"We analyzed data on spring and summertime larval and juvenile fish distribution and abundance in the upper San Francisco Estuary (SFE), California between 1995 and 2001. The upper SFE includes the tidal freshwater areas of the Sacramento-San Joaquin Delta downstream to the euryhaline environment of San Pablo Bay. The sampling period included years with a variety of outflow conditions. Fifty taxa were collected using a larval tow net. Two common native species, delta smelt Hypomesus transpacifucus and longfin smelt Spirinchus thaleichthys, and four common alien taxa, striped bass Morone saxatilis, threadfin shad Dorosoma petenense, gobies of the genus Tridentiger, and yellowfin goby Acanthogobins flavimanus, were selected for detailed analysis. Outflow conditions had a strong influence on the geographic distribution of most of the species, but distribution with respect to the 2 psu isohaline (X2) was not affected. The distribution patterns of delta smelt, longfin smelt, and striped bass were consistent with larvae moving from upstream freshwater spawning areas to down-stream estuarine rearing areas. There were no obvious relationships of outflow with annual abundance indices. Our results support the idea of using X2 as an organizing principle in understanding the ecology of larval fishes in the upper SFE. Additional years of sampling will likely lead to additional insights into the early life history of upper SFE fishes. © Copyright by the American Fisheries Society 2004.",2004,Article,American Fisheries Society Symposium,scopus,title+abstract,llm-full,General Biology,"This study analyzes the distribution and abundance of larval and juvenile fishes (including delta smelt) in relation to environmental conditions, particularly outflow and salinity (X2). The primary objective is to understand how outflow conditions influence geographic distribution of early life stages and to test X2 as an organizing principle for larval fish ecology. While outflow is an environmental variable that can be managed, the study does not focus on summer-fall habitat specifically (sampling includes spring and summer) nor does it evaluate management actions. The central question is about basic ecological patterns of larval fish distribution in response to hydrologic conditions, making this a General Biology study of larval ecology and distribution."
NA,Ecological patterns of early life stages of fishes in a large river-floodplain of the San Francisco Estuary,"We examined assemblage patterns of early life stages of fishes for two major tributaries of the upper San Francisco Estuary: (1) Sacramento River channel, and (2) Yolo Bypass, the river's seasonal floodplain. Over four hydrologically diverse years (1999-2002), we collected 15 species in Yolo Bypass egg and larval samples, 18 species in Yolo Bypass rotary screw trap samples, and 10 species in Sacramento River egg and larval samples. Fishes captured included federally listed species (delta smelt Hypomesus transpacificus and splittail Pogonichthys macrolepidotus) and several game species (American shad Alosa sapidissima, striped bass Morone saxatilis, crappie Pomoxis spp., and Chinook salmon Oncorhynchus tshawytscha). As in other regions of the estuary, alien fish comprised a large portion of the individuals collected in Yolo Bypass (40-93% for egg and larval net samples; 84-98% for rotary screw trap samples) and Sacramento River (80-99% for egg and larval net samples). Overall ranks of species abundances were significantly correlated for Yolo Bypass and Sacramento River, suggesting that each assemblage was controlled by similar major environmental factors. However, species diversity and richness were higher in Yolo Bypass, likely because of a wider variety of habitat types and greater hydrologic variation in the floodplain. In both landscapes, we found evidence that timing of occurrence of native fishes was earlier than aliens, consistent with their life history and our data on adult migration patterns. We hypothesize that Yolo Bypass favors native fishes because the inundation of seasonal floodplain typically occurs early in the calendar year, providing access to vast areas of spawning and rearing habitat with an enhanced food web. Conclusions from this analysis have implications for the management of aquatic biodiversity of tributaries to the San Francisco Estuary and perhaps to other lowland rivers. © Copyright by the American Fisheries Society 2004.",2004,Article,American Fisheries Society Symposium,scopus,title+abstract,llm-full,General Biology,"This study examines assemblage patterns and ecological characteristics of early life stages of fishes in the Sacramento River channel versus the Yolo Bypass floodplain. The primary objective is to understand species composition, diversity, timing of occurrence, and habitat relationships for larval and juvenile fishes including delta smelt. While the study has management implications for floodplain habitat, the central research question concerns basic ecological patterns of fish assemblages and life history timing across different landscape types. No specific management action evaluation, life cycle modeling, or focused summer-fall habitat assessment is conducted."
NA,Ecological segregation of native and alien larval fish assemblages in the southern Sacramento-San Joaquin Delta,"Fish larvae were sampled at multiple fixed sites from late winter to early summer over 6 years (1990-1995) in the southern Sacramento-San Joaquin Delta. A total of 394,797 fish larvae representing 15 species or taxonomic groups was collected. The assemblage was numerically dominated by three species that represented 98% of the total catch: alien shimofuri goby Tridentiger bifasciatus (71%), threadfin shad Dorosoma petenense (15%), and native prickly sculpin Cottus asper (12%). The abundance of native and alien species differentially clustered along environmental gradients of water temperature and river flow. Each native species (prickly sculpin, splittail Pogonichthys macrolepidotus, delta smelt Hypomesus transpacificus, longfin smelt Spirinchus thaleichthys, and Sacramento sucker Catostomus occidentalis) and one alien species (bigscale logperch Percina macrolepida) were associated with the early season conditions of cool water temperature and high river flow. Alien species (especially shimofuri goby, threadfin shad, and ictalurid catfishes) were associated with late season conditions of relatively warm water temperature and low river flow. Accordingly, native species dominated the assemblage February-March, while alien species dominated May-July. However, peak seasonal abundance of alien species was typically five times greater than that of native species. Seasonal succession of assemblage structure was persistent among years and was highly correlated with water temperature, a likely result of the differential spawning requirements of adult fishes. Interannually, the assemblage remained consistent over the study period despite considerable variability in delta inflow. I hypothesize, given the consistent temporal segregation between native and alien larval fish assemblages, that direct interactions such as competition between the two groups may not be a major factor influencing poor native fish recruitment in the south delta. © Copyright by the American Fisheries Society 2004.",2004,Article,American Fisheries Society Symposium,scopus,title+abstract,llm-full,General Biology,"This study examines temporal segregation patterns between native and alien larval fish assemblages in relation to environmental gradients of water temperature and river flow. The primary objective is to characterize assemblage structure, seasonal succession, and ecological segregation patterns of larval fishes including delta smelt. While flow is discussed, the study does not evaluate management actions or focus specifically on summer-fall habitat. The central question concerns fundamental ecological patterns and potential competitive interactions between native and alien larval fishes, making this a General Biology study of community ecology."
10.1643/CP-03-061R1,Photophase and illumination effects on the swimming performance and behavior of five California estuarine fishes,"Photophase and illumination affect many fish activities. In this study, we examined their effects on the critical swimming velocities (Ucrit), swimming gait patterns, and oral grasping behavior of five California estuarine fishes. All species (4-5 cm SL) swam similarly (mean U<inf>crit</inf> range: 30-36 cm/sec) under day/light conditions. However, both nighttime photophase and darkness decreased Delta Smelt (Hypomesus transpacificus) swimming velocities. Congeneric Wakasagi (Hypomesus nipponensis) swimming performance also decreased at night/dark conditions. Regardless of photophase and illumination, Delta Smelt, Wakasagi, and Splittail (Pogonichthys macrolepidotus) exhibited three swimming gaits: intermittent stroke-and-glide at low velocities, continuous stroking at moderate velocities, and intermittent burst-and-glide at high velocities near Ucrit. In contrast, Chinook Salmon (Onchorhynchus tshawytscha) used only two swimming gaits: continuous stroking and burst-and-glide under all conditions. Inland Silversides (Menidia beryllina) used these two gaits under light conditions and all three gaits under dark conditions. Some Wakasagi, Splittail, and Chinook Salmon orally grasped the upstream screen in the flume at moderate to high water velocities. Oral grasping does not require jaw teeth and may represent adaptive behavior in natural habitats. Regarding vulnerability to water diversions that operate in the dark at night, the threatened Delta Smelt and introduced Wakasagi, comparatively, may be more at risk than the other species.",2004,Article,Copeia,scopus,title+abstract,llm-full,General Biology,"This study examines the effects of photophase (day/night) and illumination (light/dark) on swimming performance, swimming gait patterns, and oral grasping behavior of five estuarine fish species including delta smelt. The primary objective is to characterize basic physiological and behavioral responses to light conditions. While the study mentions vulnerability to water diversions in the context of night operations, the central research question is about fundamental swimming physiology and behavior under different light conditions, not about entrainment risk assessment or infrastructure operations. This is a General Biology study of fish physiology and behavior."
